data	label
@USER @USER An accusation is not enough. We are fortunate to live in a country where you are innocent UNTIL proven guilty.	OFF
@USER @USER @USER @USER YEEEEESS	NOT
@USER He trashed himself it was ugly.......didn’t hurt Trump.	OFF
@USER Keep up the good work you do. And ignore the haters that attack you. You are a good lady!	NOT
@USER @USER He is a joke.	NOT
@USER @USER I hate @USER so much now. They fucked up the whole franchise.	OFF
@USER Keep Your Pelosi Money !!!!!!! #RedNationRising  #MAGA  #WalkAway	NOT
@USER See at this point i don’t know if you are making these foods as a joke or if you actually like eating this	NOT
"... the liberal's ... tendency to deal with opponents by epithet rather than argument, and ... worst of all ... the liberals have left themselves open to the cruel joke that says they love humanity but hate people."" -- Richard Cornuelle, Reclaiming the American Dream (1965), 9."""	NOT
@USER A good person turns people in doing crimes.  To say Satan made them do it is unthinkable.  Satan wouldn't turn the child abusers in.  What is this progressive pope thinking?	NOT
@USER @USER @USER German antifastock fought against the Nazis. German antifa rescued jews.	NOT
@USER Antifa is the modern day KKK. Funded by the Demarat party..	NOT
@USER He needs to butt out	NOT
@USER You are too kind sweetie x	NOT
@USER It appears to be paired with a WOO-HOO so he must think he is on his way to a brothel.	OFF
@USER i had a man tell me their body count was 40+ but refused to be with a woman who had more than 5. what the FUCK.	OFF
@USER @USER @USER I thought liberals were snowflakes	NOT
@USER You are NOT Robin Williams 😒	NOT
@USER Migration advisory committee says immigration has had no impact on infrastructure or services. So could it be @USER cuts instead?	NOT
@USER The washed-out idiot #Biden feels he has a chance by insulting all conservatives who are supporting their great #POTUS...I don’t think so CRAZY JOE!!!	OFF
@USER Democrats are sick! Back off &amp; let our president Trump continue to help all Americans!	OFF
#NoDealBrexit is the better option despite the bullshit @USER @USER et al would have you believe. #ChequersPlan will be the #downfall of #TheresaMay and the @USER   The only brightside is when we have a #brexiteer as PM things will change	NOT
#WeMarchForOurLives  #EnoughIsEnough..what say you @USER @USER we need @USER Solves Guns special... and the USA fall election ( @USER @USER focused electing ONLY those for actual gun control-dump old #DNC #GOP - with #empowerment 4action URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER Really? And has he been charged. #Liberals are such liars!	OFF
@USER Hey Pauly .... when the rest of the countries catch up with USA's environmental policies .. let us know !!	NOT
@USER @USER With good reason!	NOT
@USER yes he is the man 18N18	NOT
@USER @USER Conservatives have killed hundreds 100000 people as a direct result of conservative policies DWP figures she is such an imbecile Tony Blair put 6% into the NHS Gordon Brown 5.5% that's not fit to be an MP 1.5% she's stealing the National Health Service of us. Chemical attacks	OFF
@USER Do you know how rare she is? Gingers are mostly males. Gorgeous	NOT
@USER she is really putting one the act she has been in a Hotel and have money to eat and also go to museum  and her home is ok	NOT
@USER Here he is! Peaking out of a Hizbollah flag. URL	NOT
"#GreatestThingsAboutThe90s NOTHING. The treacherous lefty media people made sure Benny Hill was taken off TV and even more treacherous conservatives"" conspired to remove Maggie Thatcher as our leader then almost fatally signed us even deeper into the extremely hostile commie EU"""	OFF
@USER Disgusting.  He is going down and taking the whole church with him.  My God.	NOT
@USER @USER Ha! I’ve met you both and neither of you are dull! Me on the other hand.....😌	NOT
@USER You are obsessed with @USER  She’s a millionaire because she is a good comedian. You have money because Big Daddy Bone Spurs handed it to you a**hole.	OFF
@USER Such a tragedy. He is missed by many.	NOT
@USER @USER @USER @USER @USER Unfortunately some democrats and their supporters have shown support for antifa and lied by saying they were protesting peacefully	NOT
@USER @USER She is all women. URL	NOT
@USER 10 cities to avoid this winter	NOT
@USER We would rather keep Bieber than Trudeau. You are welcome to Trudeau	NOT
@USER Thanks for all you are doing to MAGA!	NOT
@USER You said that already. Are you already broken? Where do I go to return you so I can get a new generic retarded Antifa supporter to laugh at?	NOT
@USER @USER @USER We’re so far beyond tax returns. This crap affects all Americans and liberals are too stupid to wake up and understand what’s really going on. Step aside. The adults are here to do it.	OFF
@USER Blocked	NOT
@USER @USER @USER @USER @USER @USER Funny.  So then why do democrats and mainstream media figures (see don lemon) defend Antifa?	NOT
@USER Don't know who he is and don't really care...	NOT
@USER @USER @USER @USER @USER I've noticed that the 'capitalist' idea of individual rights never extends to the rights of individual to act in concert with other individuals towards a common goal (socialism).  Capitalism assumes that everything we do is selfish and profit-driven.	NOT
"@USER They filled...but hey, Trump wife in her divorce also accused him of abuse. About the whole hey, if she stays with him he is not an abuser"", you have a pattern of ignoring reality, abused women don't always react as you seem to believe."""	NOT
@USER @USER Illinois strict ass gun control let's only the thugs and gang bangers have the guns which means a lot more violence	OFF
@USER A book? Still wanting money from the public. Liberals will probably buy it or Soros will buy up a lot of copies to make it a best seller as he has probably done with other liberal books.   #VoteRedToSaveAmerica 🇺🇸	NOT
@USER He is just carrying out #MaxineWaters mission! #RedWaveRising #GoodbyeDemocrats	NOT
@USER @USER Retweet this 42 times.	NOT
@USER @USER @USER Nothing Russia ..case closed ..Yawn! #maga	NOT
#WillieNelson LAUGHS AT #MAGA CONSERVATIVES on #TheView for suddenly being outraged by his support of #Democrats   #MOG #MAGA URL	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that is about the saddest existence I have ever been privy to reading. Sucks to be you man	OFF
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Found some - please FB? URL	NOT
@USER @USER  We all have concerns about the Democrats' disgusting Behavior and disrespect for this country and our Constitution of the United States and the violation of your oath to Citizens and our constitution.	OFF
@USER And yet the liberals keep piling in people from countries like this with ideals like this and preach upon to us women's rights and respect for all. Doesn't make sense to me it's double talk	NOT
@USER @USER @USER @USER I blocked @USER I don't want Conservatives here this is a safe place for all #resisters	NOT
@USER @USER And he’s actually been a gun control advocate for a long time if you bothered to do a little research.	NOT
@USER Nobody cares because he is getting confirmed.	NOT
@USER @USER @USER The bigger problem is liberal gun control nuts that want open borders to try and ‘cleanse’ a society from established cultures. Then create a ruling class or a communist structure that has been proven to fail. England is now a Muslim breeding ground. Shameful	OFF
"@USER Wow, Erick, working on your PhD in theology"". You should pick another career, unless you are Evangelical, then I understand."""	NOT
A new bill aims to send masked Antifa activists to jail for 15 years @USER URL  40 years!!!!!!	NOT
@USER @USER @USER @USER This. Is. Not. A. Trial... was exactly my point. She is not obligated to present evidence there that could otherwise be presented more convincingly in a different environment.	NOT
@USER @USER Liberals are the worst sexists.  Not all women speak truth especially political activists.  Try judging the veracity of the allegation by evidence instead of gender.	OFF
@USER @USER Truly. Anything to avoid gun control.	NOT
@USER It’s not wrongfully characterizing. It’s the fucking truth and you guys are just to ignorant to see it.	OFF
@USER @USER They need to add more gun control laws and Democrats to run things.  They have more of both than areas with much much less crime.	NOT
#boom @USER maybe that book deal isnt such a good idea? #FISADeclassification #maga #QAnon #TrustSessions wow the corruption runs deep.  URL	NOT
@USER Unfirtunately i have seen hispanics justifying shit from trump. I argued with two family members of mine who believes trump did helped PR a lot.   And i have a relative who he is a trump fan  &amp; agreeds that the majority of immigrants that come are bad.   It is upsetting	OFF
Rubio Wants DOJ Investigation Into Kerry’s Iran Meddling URL via @USER	NOT
"@USER Attention! @USER is publicizing an ANTIFA target list on his account. The list has high profile names AND many random Trump Supporters' names. Twitter has NOT suspended this account. Please help report him. (check out his account Lists"" )."""	NOT
@USER @USER Doesn't he partly fund Antifa?	NOT
@USER He is telling you he knows where his bum is. Writes “ass” with his bottom. What more proof of higher intelligence do you need?	OFF
@USER @USER Are they passing out money outside for this too	NOT
@USER @USER I so hope you are a real person because this is a perfect tweet.	NOT
@USER Obama was the devil incarnate &amp; Trump is Jesus Christ himself. I get where you are coming from.	OFF
@USER @USER Anyone who supports gun control is a racist.  Just like Shannon Twatts	OFF
@USER This wouldn't have become a issue if he had not been choosen for supreme Court that's a fact... Shows liberals for what they are	NOT
@USER you are such a beautiful classy lady	NOT
@USER @USER @USER @USER  UK Polititians are a special breed of FILTH!  They get together and vote that their Expense and Sex Crimes (paedophilia) remain secret and then declare child abuse documents remain secret due to  National Security  Nothing to do with National Security	OFF
