data	labels
@AmadeuAntonio @JFDA_eV Das Frau Anette Kahane die Mitglied dieser Stiftung und langjährige Stasi Mitarbeiterin ist sollte man dann wegen der Ordnung aber auch erwähnen.	OTHER
@SteinbachErika Ja so sind die Deutschen....zur Blödheit erzogen..! |LBR| Die wollen den Asylwahnsinn mit aller Gewalt...	OFFENSE
Man hört ja nichts aus der Silvesternacht. Politiker und Medien schweigen. Warum? Wo sind die Opfer die man uns verschweigt?	OFFENSE
Morgen Home Office. Im Büro sind die Kekse alle.	OTHER
@PatrickGensing ey FaKtenVerDreher ...Privat schleuderste ja ganz schön viel Dünnes rum.... aber warum biste denn bei deiner berufenen Auswerfung als Faktenfinder so nachlässig...	OFFENSE
Ein allerletztes mal: |LBR| TITTEN RAUS, ES IST SOMMER*, ihr frigiden LATTESCHLÜRFERETTEN!!! |LBR| *in Hamburg heute zwischen 09:45 und 21:07 Uhr.	OFFENSE
@AndyRahim2 @SlinR @cem_oezdemir <U+0001F602><U+0001F602><U+0001F602>Was sollten wir denn umdeuten ? Wir wissen was wir gesagt und gemeint haben. Was solche wie daraus machen ist uns , ganz ehrlich gesagt , völlig egal. Die Mehrheit der Bevölkerung lässt sich auch nicht mehr täuschen. Das stimmt. Aber von euch. <U+0001F602>	OTHER
Wir brauchen mehr Putins und Trumps in der europäischen Politik. |LBR| Politiker wie #Merkel und Co sind absolut unfähig. Überheblich und arrogant. Das hat man heute beim Besuch des Bundespräsidenten #Kurz wieder einmal gesehen.	OFFENSE
@vmedick @dpa Plus die Mitglieder des Parteivorstands, die auch stimmberechtigt sind. Bei uns sind das zwei.	OTHER
@strangelove666 @Epanastatis04 Soll keiner mitbekommen wie Merkel ihre Bonuszahlungen von der Autoindustrie erhält!!!	OFFENSE
Alles was der amerikanische Präsident Donald J. #Trump sagt entspricht doch der Wahrheit. |LBR| Also warum regt ihr euch da so auf ?	OTHER
@AnniGoHome Es war ja relativ einfach, mit gut erfundenen „Sensationen“ Aufmerksamkeit und Erfolg zu haben! - Er musste natürlich nur die Mainstream-Meinung bedienen.	OTHER
@rtemls halt echt so bei adoptivkindern	OTHER
Die ganze Diskussion um FSF und Bauhaus Dessau ist völlig dumm. Es geht hier nicht um eine, btw nicht vorhandene, linke Tradition von Bauhaus. Es geht darum, dass sich eine Kulturstiftung, noch dazu mit Schwerpunkt Architektur, als unpolitisch darzustellen versucht.	OTHER
@NegohotShlomo Entartet, also vong Satanas umprogammiert.	OFFENSE
@leradiophare Naja, ist schon schön, 100Gig Spiel schnell zu haben und nicht über Nacht. Aber effektiv hab ich von 400 zu 1G auch nur 5€ mehr bezahlt. Korrekt ist, dass die Grundkosten viel zu hoch sind.	OTHER
@Lu_Honeychurch @laloeffelstiel Ach so. Inhaltlich ist die Veranstaltung aber durchaus breiter aufgestellt, u.a. spricht eine Vertreterin des Istanbul Pride.	OTHER
@lawyerberlin Währe ein Verstoß gegen den Amts Eid Heute noch Strafbar. Würde er nicht so leicht über die Lippen gehen. Heute nur ein Lippen Bekenntnis.	OTHER
Hetze, Wahlbeeinflussung in den USA u. GB, DAS IST DIESES SCHEISSLAND!!! Ach so, aber der Putin ist ja SCHULD 😂😂😂	OFFENSE
"""@JoeyGerlach Kirchenbeamter Dröge 😂😂😂 """"De Beamten un de Schwien sünd den` Buern sien Ruin"""" (Mecklenburgischer Spruch) 😜"""	OTHER
@Einzelfallinfos @Carolin94815291 Das ist in Deutschland nicht strafbar...nur wenn deutsche Diebstähle begehen dann ist es anders...	OTHER
@Terrabyte1973 Was machen Sie bei einem Atomunfall, oder wenn Kohle, Uran und Gas aufgebraucht sind und die Meere uns bis zum Hals stehen?	OTHER
@MadamePlissee @Frau_Al3X Eine tolle Frau. Aber sie muss sich verstecken. Und wartet auf Verstärkung	OTHER
@mpitzke @SPIEGELONLINE Gut gemacht Mr. Präsident! Die dumme Nudel mal wieder richtig vorgeführt!😂😂👍	OFFENSE
@aufklaerer2017 Habt ihr immer noch nicht verstanden das der Krieg gegen die Deutschen schon begonnen hat, das gehört zum Plan, es gibt genügend Hinweise das diese Leute absichtlich bewaffnet werden um solche Anschläge auszuführen	OFFENSE
@Emmycollects @PetrBystronAfD @welt Geht um Entrechtung und Zerstörung der Familie. |LBR| Immer mit dem gleichem kulturmarxistischen Moralglasperlenspiel. |LBR| Insbesondere Frauen fallen meist strunzblöd darauf herein, da sie meinen davon zu profitieren.	OFFENSE
@tagesschau Euere AfD Hetze wirkt. Da könnt ihr stolz sein bei #ARD-Fernsehen	OFFENSE
@Dinkelzuffer Nicht füttern, wenn kein Schnee liegt und nix gefroren ist finden Vögel genug zu fressen!	OTHER
@KuehniKev @AndyGER Wenn der Druck durch deine Partei groß genug ist, sollte #Maaßen ja bald im Ruhestand sein. Vielleicht kann der Wähler dann wieder etwas Vertrauen zur #sPD aufbauen. Bis wir das s wieder groß schreiben, dauert aber |LBR| #koalitionsbruch #noGroKo #maaßenmussweg #Seehofermussweg #fckCsu	OFFENSE
o2 hat mich nach 1 Stunde in der Warteschleife abgeschaltet. Ich soll es wieder |LBR| probieren. So ein Laden muss boykottiert werden.	OTHER
Heute Veranstaltung Hamburg. Riot. Theorie und Praxis der kollektiven Aktion, hoffentlich Beginn der G20 Aufarbeitung von links, 20 Uhr, KOZ	OTHER
Schulz wurde als Kind nicht verwöhnt, sondern er war |LBR| ein sogenannter Schultrottel. 2 x sitzen geblieben und |LBR| ohne Schulabschluss.	OFFENSE
@ranzmann Der Gesichtsausdruck spricht Bände &gt; Verachtung und er würde es immer wieder tun.	OTHER
@RT_Deutsch Das sind die letzten Zuckungen eines Diktators ( USA )	OTHER
Fotzen! ALLES FOTZEN. |LBR| Außer Penis.	OFFENSE
@Platiniumray 😜 gleich drei Herzen für mich alten Esel 😳😳😳 kann`s nicht fassen, dass es das noch gibt 😜	OTHER
durch megaphon werden die flugreisenden im terminal 1 über die demo-situation und die abschiebepolitik aufgeklärt. #blockupy	OTHER
@SiCaminou Weglassen...die mögliche Entzündung verhinderst du durch Ibus eh nicht.	OTHER
@krippmarie @politikstube Gibt es irgendwann irgendwo auch fähiges Personal?...da könnte man doch glatt Absicht unterstellen	OTHER
"""@welt gut so, nicht nachlassen, wir posten alles was wir gegen Merkel finden bin zum 24 September!! |LBR| Ziel muss sein """"Merkel ist weg!"""""""	OFFENSE
@RT_Deutsch Wer auch immer davon was abkriegt...😂😂	OTHER
@DritteOption geht da noch mehr Karlsruhe?	OTHER
@Sbg1s @N24 Weil der LINKE SCHEIß das alles darf,hetzen,denunzieren,verleumden,kahanen,lügen,betrügen,Menschen attackieren und bald auch schießen.☠️😡☠️	OFFENSE
@CarstenP Kevin Keegan ist schuld. Anfang der 80er. Sorry. Kann man nix machen. #nurderhsv	OTHER
"""@crabonace 😂😂😂 Okay, die letzten """"Zecken"""", die im Nachbardorf `ne Veranstaltung störten, flogen mit samt Rahmen aus den Fenstern der Kneipe."""	OFFENSE
@hose_hans @welt Ein wenig #Broder steckt wohl in jedem guten #Rassisten, dazu gehört es anscheinend auch sich selbst zu loben, wenn es schon kein anderer tut!<U+0001F602><U+0001F602><U+0001F602>	OTHER
@Varg_I_Veum @DuHugonotte Wo sie recht haben ,haben sie recht.Der Schnitt ist Nano-Technologie.Ein wehleidiger Dorfbürgermeister der zudem noch Chef der Wasserwerke ist , die einem deutschen Bürger das Wasser abdreht,während die Asylanten keine Rechnung bezahlen !Ungerechtigkeit über alles!!!!!!!!!!!!!!!	OFFENSE
@jutta_ditfurth @Anarchie_Jetzt @ADoesr Der hatte schon andere Ausfälle - #Nuhr noch peinlich	OTHER
Nach dem Zieleinlauf des #HamburgPride am CSD-Straßenfest: Jetzt um 17 Uhr Kundgebung auf der #CSD-Bühne am Jungfernstieg! #kommtmituns	OTHER
@anna_IIna Wie sagte eins unser Oberhäuptling....jetzt sind sie halt da... |LBR| Konsequenzen sind nicht zu befürchten...😃😃	OTHER
@PolizeiBerlin_E @DuHugonotte Buh!Den Demonstranten mit dem Haftrichter drohen bei dieser sogenannter,Gedenkfeier ‚geht garnicht!Bisher hätte ich Respekt vor der Berliner Polizei,aber der schwindet ,Merkel‘lich.	OTHER
Die CSU ist für Wertkonservative nicht mehr wählbar einzig die AFD vertritt in Bayern das wertkonservative Profil Erbe v Franz Josef Strauß	OTHER
Was geht denn in diesem Trump vor? Der will doch nur Unfrieden |LBR| stiften. Der Mann muss sofort abgewählt werden.	OTHER
@seawatchcrew Euch Erpressern und Schleppern muss endlich das Handwerk gelegt werden. Ihr müsst die geretteten wieder nach Libyen zurück bringen. Eure Seelenverkäufer müssen versenkt werden und ihr mindestens 5 Jahre in den Knast. Wann versteht ihr endlich , das wir die Schnauze voll haben ?	OFFENSE
@ClaudiaHeber Auch Jobwechsel sind nicht verboten. Aber das ist wieder ein anderes Thema.	OTHER
@StephanStaiger Was hat das mit meinem Anfangstweet zu tun? Troll woanders.	OTHER
@ainyrockstar Ich bin auch schon so oft von vorne angefangen.	OTHER
.@SPIEGELONLINE Was in der SPD schief läuft? Schulz ist ohne jeden Schulabschluss |LBR| und 2 x sitzen geblieben. Eine Schande für das Land der Dichter |LBR| u. Denker.	OFFENSE
@dustpills @tagesschau Auf jeden Fall noch dämlichere Antwort! -Schon bei einfacher Blutentnahme ohne richterlichen Beschluss, der zwingend vorgeschrieben ist, usw..	OTHER
"#puls4 #Sommergespraeche #Grüne #Lunacek: """"Diktaturen wie #Russland"""" - #geisteskrank &amp; #bildungsfern - #gehscheissen - #zapp"	OFFENSE
@DLFmedien @_donalphonso Der eigentliche Skandal ist hier doch, dass Politiker den sie zu kontrollierenden Medien Preise verleihen.	OTHER
finds halt so gut, dass die offenbar absolut keine ahnung davon haben wie man politik auf die straße bringt. das wird die witzigste revolution jemals.	OTHER
@Spiro0815 Chile hat heute übrigens die neue demokratische Übergangsregierung von #Guaido anerkannt.	OTHER
@SawsanChebli Fräulein Chebli ist nicht besonders beliebt.....nun Sawsan ich weiß warum..!	OFFENSE
@Dr_Dicht Selber SCHULD, wenn Sie hässliche NAPFSÜLZE auch damit aufhören!	OFFENSE
@Strombelberg @_lennartvoss @fgabrielEU @afd_thl Ne,10 jährige wie dich blockiere ich einfach ! Ob du mich Rassist nennst oder in China ne Möse feucht wird interessiert doch wirklich keinen	OFFENSE
@Einzelfallinfos @krippmarie Lasst es nicht die Grünen lesen...	OTHER
@AfD @Renner_AfD Bis @Twitter von solchen Meldespacken so dermassen den Papp aufhat.	OFFENSE
@welt @FfFrauki Würde das jemand recherchieren...dann käme bestimmt raus das der Flüchtling-Spako nicht einsitzt...!	OFFENSE
@Rattenkopf24 Da gebe ich voll Recht also nur noch AfD und die alten Altparteien auf den Schrott	OTHER
@welt Hetze der öffentlich- rechtlichen gegen Trump, zum kotzen diese verlogenen Vasallen Merkels!!!	OFFENSE
@mittelfinger Wo sind die Eltern dieser Kinder? Sie sind hier gefragt!!!!!!!!!!	OTHER
Früher sah ich Politiker im Flieger immer hochkonzentriert in ihre Akten vertieft. |LBR| Heute flog Ministerin #Barley mit mir von Berlin nach Köln. Gelangweilt starrte sie eine Stunde lang ins Leere und kennzeichnet so die von der GroKo ins Amt gespülte SPD-Funktionärskaste: faul.	OFFENSE
HEUTE: 19:30 am Aktionszelt an der Hauptwache: Der Journalist Reinhard Lauterbach spricht zum ukrainischen Bürgerkrieg #Antifa #Frankfurt	OTHER
@maybritillner @ZDF @HeikoMaas @nicolabeerfdp @cem_oezdemir @WaltrautDunz @heute Ein Politiker der sich Stasi Größen /Anette Kahane / Antonia Amadeus Stiftung, holt um eine Internet Gestapo aufzubauen, gehört in den Knast. Aber nicht ins Fernsehen.	OFFENSE
@UweK83442904 @GamemomManuela @blubberette Hör auf Leute für dumm zu halten, Scheixxe zu emittieren, Bärendienste zu machen. |LBR| Zieh Leine.	OFFENSE
Original-Antrag 30 wird angenommen: §83 wird gestrichen und zu den Standespflichten für alle Geistlichen hinzugefügt werden - #aksynode16	OTHER
Templer werden heute als Religiöse Spinner verurteilt. Das Gegenteil ist der Fall. Die Kirche hat uns missbraucht. Ein König verraten.	OFFENSE
@wolkenfluff @kokaxcola @MaicoTheMan @bullenschubser guck mal medien auf heulaccount durch	OTHER
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Schönen Sonntag und so.	OTHER
Klar ist: Wer als Flüchtling nur vorübergehend in Deutschland bleibt, kann nicht seine Familie nachholen.	OTHER
@Ricardo25701887 ISIS wurde von Hathor pentalpha gegründet und von der CIA ausgebildet.	OTHER
"Kahane, """"Extremismus-Expertin""""??? 😂😂😂 Hinterlistig schnüffeln, wie ein Trüffelschwein trifft`s eher 😜"	OFFENSE
Antrag 30 wird aufgerufen: Auch hauptberufliche #Geistliche sollen geistliches Leben führen sollen - #aksynode16	OTHER
Deutschland liefert Waffen nach Saudi Arabien, obwohl sie wissen, das es das Gründungs Land der Wahabiten ist und somit Unterstützer des IS.	OTHER
@HugoMuellerVogg @_A_K_K_ @CDU A.K.K. ist das personifizierte Fleisskärtchen! —Welch ein Intellektueller Kontrast zu Merz! Merkel wird frohlocken!!!	OFFENSE
@Clavelina18 @artepmobil @TichysEinblick Was nützen uns unsere Gesetze denn noch? Ich les das und tendiere wieder schwer zur Schnappatmung.	OTHER
@jouwatch Ja so kann Deutschland kein Weihnachten mehr feiern	OTHER
Follow-Empfehlung für @RojRev69 ! |LBR| Erfrischend direkt, kein Blatt vor dem Mund, (mutmaßlich) fundiertes Hintergrund-Wissen. |LBR| Gerne mehr solcher Accounts!<U+0001F60A> |LBR| <U+0001F5A4><U+2764><U+270A><U+0001F3FF><U+2764><U+0001F5A4>	OTHER
wenn ich zuhause bin wird smash bros gezockt, ab dann offiziell teil der gamerbubble.	OTHER
@sibelschick Das hätte ich jetzt nicht gedacht...	OTHER
@BlauekeP @anna_IIna Hubi...mei bisch du a deppeter....😂😂	OFFENSE
@RegSprecher Der hat und brauchte nicht solche Lügen und Märchen den Bürgern zu verklickern, wie Sie Herr Seibert! Aber es gibt eben Leute, die für Geld ALLES labern!	OFFENSE
"Diese Woche im AZ: |LBR| Filmvorführung Dokumentarfilm ""Festival der Demokratie"" 20:00 Uhr // Eintritt frei"	OTHER
Der Sonderzug rollt. Der 18.03. ist angebrochen. Frankfurt wir kommen! #M18 #18M #Blockupy #dasbieristalle #läuftbeiuns	OTHER
15:55 Weiterer Redebeitrag zur Repression gegen Antifaschistische Strukturen in Zeiten des Rechtsrucks. Demo nun am Bushof. #ac1811 #antirepac #aachen	OTHER
@cuffedCatling @prinzwilli89 Ach einfach dabei es öfter Mal mit zu erwähnen wenn sich die Gelegenheit bietet. Insbesondere natürlich bei allen Arten von Medien. Haben wir gestern auch versucht - haben glaub ich die wenigsten verstanden. Aber wir sind ja geduldig ;-) #DritteOption	OTHER
HEUTE ABEND: Solidaritätsküche im Internationalen Zentrum (IZ) für das Project Shelter und obdachlose Geflüchtete! Kommt vorbei! #Frankfurt	OTHER
fr schreibt: In der Neuen Mainzer Straße reißt Polizei ohne erkennbaren Grund zwei Männer zu Boden und verhaftet sie. #blockupy	OTHER
@raeuberhose Du hast dich gefälligst winterlich und nicht weihnachtlich zu fühlen <U+0001F60F>	OTHER
@InfoOetken @DaimagM Richtige Drogen ....kein Alkohol ..ich bitte dich!	OTHER
@MalteKaufmann Kauder hat keinen Job mehr seit er abserviert wurde. Er sucht jetzt verzweifelt ein Betätigungsfeld und Öffentlichkeit.	OTHER
@focusonline Jedes nicht vom Volk legitimirtes Regime, muss den Zorn des Volkes fürchten.	OTHER
@de_sputnik Eine Weltherrschaft führt zum Krieg bis zum bitteren Ende	OTHER
@Tourbo4 Nee. Mein Internet ging nicht, und dies waren die einzigen noch ungelesen Bücher. |LBR| Bin lesesuechtig. Schon mit 12 hatte ich die gesamte Kinderbücherei durch, mit 18 die Erwachsenenliteratur. Ich lese schnell wie dieser Roboter von Raumschiff Enterprise😉😎	OTHER
@Spekulant1 @SZ @EveRoll konkret: woher soll ich das wissen, was frau roll oder die sz machen würden????????!	OTHER
Wenn wieder mal zwei Weiber lautstark auf der Straße streiten, einfach mal ein bisschen HÜHNERFUTTER hinwerfen.	OFFENSE
Abschaffung der Wehrpflicht |LBR| Verbot der Kernenergie |LBR| Zerschlagung der Autoindustrie |LBR| Verbot der Kohlenutzung |LBR| Ansiedlung von Afrikanern |LBR| Kontrolle der Medien |LBR| Nach einem neuen verlorenen Krieg könnte für Deutschland kein Kapitulationsvertrag härter sein als die Merkelschen Maßnahmen.	OTHER
@krippmarie @jouwatch Die dummen deutschen Wähler...mit FDP u den Grünen am Bord werden unsere Probleme nur noch größer... |LBR| Ich schäme mich für meine Landsleute..	OFFENSE
"@dpa @KoelnerJeck2018 @ZDF #Kandel #Koeln #Hamburg #Berlin #Hameln #Essen #Neuenhaus #Silvester etc etc etc |LBR| Von wem verlangt man hier eigentlich """"respektvollen Umgang""""? |LBR| #NichtmeineKanzlerin |LBR| #Neujahrsansprache |LBR| #AfD"	OTHER
"""Sel. Märtyrer von Dachau: """"Sie zeigen uns, dass uns der Heilige Geist in der Bedrängnis dazu führt, über uns hinauszuwachsen."""" (WB Stolberg)"""	OTHER
"""Der Dresdner """"Terrorkünstler"""" verarscht nicht nur Dresdener Bürger, indem er dem Terror ein Denkmal setzt, dieser Idiot passt zur Politik 😡"""	OFFENSE
Sprechverbot für Erdogan. Boykott der Presse für seine Rachegedanken. |LBR| Er soll im Orient bleiben. Da gehört er hin. Europa ist Tabuzone.	OTHER
Es kann nicht sein, dass in Deutschland mehr Asylanträge gestellt werden als in allen anderen EU-Ländern zusammen. Die EU muss bei der Lösung der weltweiten Flüchtlingskrise solidarisch sein und endlich Antworten liefern.	OTHER
@dunjahayali Dunja macht jetzt auf Sport...mal sehen ob das funktioniert. Das mit der Politik war ja wohl nicht so ihr Ding...ist auch nicht jederfrau etwas...😃😃	OFFENSE
@sanddrn Danke dafür. Gut als zusätzliche Ergänzung.	OTHER
Kompetent, schlagfertig und sympathisch - @tsghessen ist mit seinen frischen Ideen für Hessen die beste Wahl. Wir drücken die Daumen! <U+0001F44F><U+0001F44F><U+0001F44F>#TVDuell #LtwHessen	OTHER
Irgendwie verständlich daß Berlusconi diesen #Schulz mit einem KZ-Aufseher verglich.	OFFENSE
@Tribute2Bretzel Mach’s gut, Bretzel. |LBR| Wenn es jemand verdient hat, dass es ihm da oben besser geht als hier, dann Du.	OTHER
@MiriamOzen EU stand einst für Wohlstand und Sicherheit Europas...durch korrupte Bänker verloren wir das eine und durch korrupte Asyl-Politik das andere	OTHER
Moin zusammen <U+0001F44B><U+0001F44B><U+0001F44B> |LBR| Der erste Freitag in 2019. Das ging aber schnell.	OTHER
Da Terrorist in London in England geboren wurde ist klar daß es sich um religiösen fanatischen islamischen Wahn handelt. |LBR| Moscheen überwachen	OFFENSE
Guten Morgen Nachbarn, was wird aus einem Tag, der 'ne Stunde früher als geplant anfängt, weil man |LBR| - vorm Wecker wach wird, |LBR| - leichtes Herzrasen verspürt, |LBR| - Pipi muss |LBR| und danach nicht mehr in's Bett geht, weil man sons garantiert verschläft?	OTHER
@anna_IIna Die Kölner....wissen einfach nicht wie es geht...	OTHER
@bundeswehrInfo Genau deswegen hab ich einem meiner Söhne verboten zur BW zu gehen. Ich möchte ihn nicht in einem Sarg mit Helm und Flagge zurück.	OTHER
Wir canceln den internationalistischen Barabend (11.11.) aufgrund geplanter bundesweiter Mobilisierungen in Solidarität mit Kobane/Rojava!	OTHER
