label	text_a	rule
0	"Izrađujem više od 7 tisuća dolara mjesečno radeći skraćeno radno vrijeme.Čula sam da mi drugi ljudi govore koliko novca mogu zaraditi na internetu,pa sam oDlučio da ga pogledam.Pa,sve je to bilo istina i potpuno je promijenilo moj život.

___>>>> www.WebJob33.Com"	1
0	Mislim da je ona oduvijek februar😎	
0	Dosla je u cemu se osjeca ugodno,i svaka joj cast na tome.... 	
1	Bože baci par cigli i prvo ciljaj novinare i admine od 24sata ili časa! Nemoj ni urednike (ako postoje) zaobić.	3
0	Tako treba pravi predsjednik. Bravo za Trumpa. Ti ljevičari samo rade opstrukcije. 	
0	Drzavu nam vode oni koji su svoje diplome kupili i oni koji voze bez vozacke dozvole.Nece vam dobro zavrsit.Uzivajte dok mozete.	
1	Zamisli majmuna kakve izjave daje	8
0	Jaj daj jadnici ste	
0	falim te Bože da napokon imamo Sabor i vlast koji barem pokušava štititi hrvatske nacionalne interese	1
0	Bogu hvala vozim se na paru 	
0	"""Te fotografije su pronađene u njegovu mobitel..."" A o ovom klincu nemam riječi. Društvo nam polako ali sigurno odlazi u krasan klinac"	
1	Alaj ga kaka	8
0	A ti si baš zlo veliko.	
0	copy paste fighter	
0	Daj molim te makni se od Njemacke, jos ces nam i odnose s njima zas¥ati...ajd’ molim te...pusti ljude na miru, ne mora sve biti meta tvojih provaljotina i prckanja po svemu cemu nisi dorastao. Npr, otici s parsto € u dzepu i nakon 2 godine imati pristojan, normalan gradjanski zivot. Nemoj nam i to ske&ti ok? Hvala puno! 	
0	Čuj!Opet pustili.Jeli naše sudstvo sposobno nekoga zadržati u zatvoru?	
0	Za 50 eura apartman dnevno pa valda se skupilo za koji popravak ili treba prodati stan u Zagrabu?	
0	Kad bi se narod pitao tko sta zasluzuje ali hvala bogu ne pita se.	1
1	O isusovu ti baku jebem pa sta je ovo?	6
1	Ne seri	8
0	Blogerica ? eto jedva dočekala da o nečemu može trkeljati i praviti se pametna. Ako je već krćanka i krščanski odgajana onda će razumjeti svećenika. Ovako ona ide krstiti dijete samo zato što većina ljudi krsti dijete i ni malo ne razumije vjeru ni sam obred krštenja, a pravi se pametna.	
1	Ubosnu se vrati pa tamo Grakči	8
0	https://net.hr/danas/prije-77-godina-dogodila-se-najveca-izdaja-u-hrvatskoj-povijesti-pavelic-predao-dalmaciju-fasistickoj-italiji/. pa si ti pročitaj sam a ne da ko neki pijanac stalno ponavljaš jedno te isto.....rapalski pa rapalski...a za rimske ugovore postao slijep...	1
0	Povratak Saturna	5
1	alo jozo, oklen s ti, matere ti?	8
0	"Bio je narodski čovjek. Pjevao je neponovljivo, imao je svakakvih situacija u životu i dobrih i loših gdje je znao i on kumovati, ali je imao karizmu, ""boju, miris i okus"". Volio je smijeh, imao male hobije, nije puno zatomljavao osjećaje pred mnoštvom publike. Narod ga je volio kao svoga. Skroman je ostao do kraja, bez obzira na novac koji je zaradio. Rijedak slučaj u estradi da je mogao početi pjesmu i onda prepustiti publici da sama završi pola ili cijelu do kraja uz samo kratko ubacivanje. Tko je volio narodnu glazbu i bio mlad  tamo 70 tih i 80 tih prošlog stoljeća, zna. Puno je poznatih ljudi koji su nam svojim talentom i sposobnošću obilježili život prešlo na drugu stranu zadnjih nekoliko godina. Tko ili što će ispuniti nastalu prazninu, vidjet ćemo. Druga su vremena, posve drugi način života."	
0	To je super da imamo euro umjesto usljive kUne ( sretan sam sto je nikada ovaj ne vidje vid), a mogu misliti koliko ce bolesnika gostovati u Bujici, usturenom odjeljenju za teze slucajeve umobolnice Vrapce, gene ce patuljak buljanac baljezgati da se ne dira u ustasluk. Fuj!	
0	a sto mozes ocekivati odtursko-ciganske kopiladi?	
0	"apelira mama čije je djete stradalo...kriv je proizvođać,,pa dobavljač..a na kraju i teta u dučanu......pa apleliraj na sebe tuko ,,i objasni djetetu posljedice....
<u supid woman ...."	
0	"sprajc je obicni drek
"	1
0	Nevjernitoma ne bi ni mogao jer pokojnici nemogu pricati.	
0	a ti dite drago idi u poštu pa tamo uplati i ondak čekaj pošiljku...p.s.5kn će ti pošta naplatit na šalteru...	
0	Nek crkne od gladi!!	1
0	"Ovo je najbolji posao koji GooglE sada plaća. Dobio sam prvi mjesec od 27936 eura za rad 3 sata dnevno. Počeo sam prije četiri mjeseca i odmah sam kući odnio najmanje 7645 eura na 9264 eura tjedno.

>>>>>>>> www.WebJob33.Com"	1
0	"Nemoj sada stati, prijeđi na nivo više, počni i jesti ono što sam ""proizvedeš"""	1
0	ima vremena za pisanje..da baš šteta,meni isto predivan vokal...ugodan dan draga Dalma:-))	
1	P......a posla.	8
0	Nažalost majčice koliko ti voliš svoje dijete toliko drugi će ga omalovažavat i stigmatizirat... U takvom svijetu u kojem mnogi zdravi nekima nisu dovoljno dobri, sposobni a kamoli ovakvi slučajevi...	1
0	Gledam :) Bolesno je to kakvu vlast imamo a jos bolesnije sto se njihovi glasaci nazivaju najvecim domoljubima a stite one koji su nas klali i silovali.	1
1	Kiki riki,uteram ti ovoliki.....	8
0	može niko napisat zašto je to sve fungovalo i radilo do 1980 a posli te godine sve više i više propadalo dok nije skroz propalo	
1	Da smo?? Ali niste!!!!	8
0	Ne može!	
0	KURVE I KOKAINAAAAA	1
0	"Kupila sam upravo dvije haljine. Te gledam si jedan poslovni kompletić, odlični su!
www.gabi-style.com"	1
0	"Napravim 86 dolara na sat radeći od kuće.Bio sam šokiran kad mi je susjed rekao da je prosječno $ 95,ali vidim kako saDa radi.Osjećam toliko slobode sada da sam svoj šef.

Pridruži se---------->>>> www.WebJob33.Com"	1
1	E moj bože..sa 5 crnaca..kažeš. Koji karonja i muškardin??. Ja bih je volio i htio vidjeti sa menom..jednim. Papica bi njoj tutnuo jedared(barem) a ona neka se žali...poslije, ako ima zašto!! Tako se to radi dragi @Jadnič-e..	6
0	A vidi ljubomornih dusa	1
1	Mrš u bosnu stoko, zbog tvog glupog komentara ću pretuć prvog HDZovca kojeg vidim!	3
0	I kitu	5
0	"Iz kojeg je rječnika riječ ""elisa"" i što točno ona znači. Meni se osobno više sviđa riječ Eliza ... nekako mi je betovenska  ... što je različito ob betonenska koja bi trebala dolaziti or betona ... a ne od drva kao da je npr. baraka ..."	
0	Lijepo je da se ljudi vole no mogla je naći nekog mladjeg 	
0	kolinda ima samo jedan problemčić, puno košta i niš koristi.	
0	Zapišao si i posrao sam sebe. Uživo s tobom nitko ne želi razgovarati jer nema o čemu, a ovdje možeš lupetati gluposti i zabavljati nas.	1
0	"Izrađujem više od 7 tisuća dolara mjesečno radeći skraćeno radno vrijeme.Čula sam da mi drugi ljudi govore koliko novca mogu zaraditi na internetu,pa sam odlučio da ga POgledam.Pa,sve je to bilo istina i potpuno je promijenilo moj život.

---------- www.WebJob33.Com"	1
0	"Izrađujem više od 7 tisuća dolara mjesečno radeći skraćeno radno vrijeme.Čula sam da mi drugi ljudi govore koliko novca mOgu zaraditi na internetu,pa sam odlučio da ga pogledam.Pa,sve je to bilo istina i potpUNo je promijenilo moj život.

---->>>  www.WebJob33.Com"	1
0	Koja je razlika?	
0	"Google je platio za svakoga online rad od kuce 20000 do 30000 dolara mjesecno.Mojja mlada sestra je bez posla dva mjeseca, a prethodni mjesec joj je cek 27583 dolara radeci kod kuce 2 sata radeci dan, a zarada može biti i veca vrijeme ... provjerite više ovdje

>>>>>>>>>>>>>>>>>  w­­w­­w.W­­e­­b­­J­­o­­b­­9­­9.C­­o­­m"	1
0	Pa ionako stalno visi po fb! Neki dan neko koporao njen status gdje moli pomoc zene da joj daju savijet o dojenju i mlijeku a trece rodila! Zena je zeljna paznje !	
0	hahaha ma daaa, svi koji kritiziraju lopovluk su crveni??? pa najveći lopovi su upravo ovi s rukom na srcu kojima je Hrvatska bankomat!	
0	Spasit će on glavetinu preko rusa, putin mu je drugi čaća🤮🤮🤮❌	
0	Teorija velikog praska ti je izašla iz crkvenih krugova :) 	
1	Zasvira bi ja njima po notama strikana Adolfa.....ratatata ratatata drrrrrrrrr!	3
0	Španjolsko. Kad je neki Španjolac pita kako se zove i hoće li mu dati, ne mora dvaput odgovarati.	
1	Toliko si dobra da se gospon savr&scaron;eni ro&scaron;i u pak&scaron;u sa drugim mu&scaron;kim.	8
0	Živi Zid! Pogledajte na outubeo vudee govora Bunjca i Pernara i onda sudite a ne ovo što vam po medijima naručena pljuvanja serviraju, mediji kupljeni od HDZ-a, po njihovom kontrolom. ŽIVI ZID nije ni priobližno onakav kakvim ga crno mediji predstavljaju, asvim suprotno i moralno gledajuči, rade humanitarnew stvari 365 dana u godini to možete istražit a imaju i brojne stručnjake za sva područja politike a to će se i vidjet nako nsljedečih izbora kada uđe 20 novih lica ŽZ u sabor, oni koji sada nemaju pristupa jer nisu u saboru.!	1
0	Došlo vrijeme da se može reći da si dobio bingo ako uloviš neku koja se nije slikala u gaćama i objavljivala po društvenim mrežama...	
0	"Kad dođes na najobicniji opcinski sud u Hrvatskoj, ne mozes u sudnicu unjeti niti čačkalicu jer te prije toga detaljno pregledaju. Al eto, carobnjak Praljak je uspio na jedan od najpoznatijih svjetskih sudova unjeti bocicu sa ""otrovom"", i niti jedan senzor to nije uspio otkriti. Svaka mu cast, neka nam barem u Hrvatksu posalje neku razglednicu sa Havaja, Sejšela ili gdje su ga vec sklonili nakon tog izrežiranog cirkusa. , "	
1	mamu ti jebem pesimističku	6
1	Pa majku mu ebem drogera&scaron;ku.Smeće sadističko pa ni slučajno ti se nemože dogoditi da ovo lijepo svtorenje propuca&scaron;.Da te mogu naći i&scaron;ao bi ti meni na trg Jelačića na repu konja bi te objesio.Kako me ovo razljutilo.	3
0	Amen ! 	
0	Orginal. Franjo i Slobo izdajnici roda svoga. 	
0	Bog ima bradu.	
0	Kako se neka zemlja poput bosne uspjela odrzati na zivotu je enigma.Samo nemojte gledati susjeda u oci i sve ce biti pometeno pod tepih.	1
0	Brkela, moralna vertikala...	
0	Nazovite me luđakom, ali Dinamo ovo prolazi!	
0	Zemljišne knjige svakako treba srediti, ali ovdje se radi o požurivanju, koje dolazi u obliku direktive od strane EU. Treba olakšati strancima kupnju nekretnina.	
0	i to je sad kao woooow vijest	
0	Obmane i laži nisu uspjele ovaj put	1
1	"Primio sam $ 22738 u prvom mjesecu i $ 29584 prošlog mjeseca, upravo sam raddio na internetu od kuće. Ja sam redoviti student i radim samo 3 do 4 sata dnevno. Svatko mora probati ovaj posao sada samo koristiti ovu stranicu.......

➥➥➥➥➥➥➥➥➥      w­w­w.W­e­b­J­o­b­9­9.C­o­m"	8
0	hrčak tebi treba hračak u čelo, neki ljudi ipak imaju kulture pa im nije ispod časti hodat 500m do dućana, fuj	5
0	"Google sada plaća 130 do 180 eura po satu za rad na mreži od kuće. Pridružio sam se ovom poslu prije tri mjeseca i zaradio sam 24863 eura u prvom mjesecu od ovog posla. Čak i ljudi koji su novi u ovome mogu lako zaraditi 100 eura po satu, a zarada može s vremennom ići čak i više ... Tako sam i počeo

>>>>>>>>>>> w­­w­­w.W­­e­­b­­J­­o­­b­­9­­8.C­­o­­m"	1
0	horor za 6000 hrk	
1	Ni prvi april, no skoro će. Nemoj se iznenaditi kada se majmun kandidira.	8
1	"Ovi koji su na strani muskarca i koji imaju kcerke, pitam se da li bi isto pisali ovo sto pisu. Sigurno bi je pitali tko je bio kriv, i ako je slucajno ona, rekli bi sigurno ""neka si dobila"" . Vi koji dizete ruku na zenu jer imate kratki fitilj treba vas izle**ti netko jaci od vas!"	8
0	hahahaha, dobra si	
0	Je može netko prevest? Ovo je vjerojatno moderni pijanozagorski hrvatski ili ti ga slovenski.	
0	ovo admin mirno gleda, vrijedanje i serpsku mrznju?	1
0	Ta gamad im i prouzrokuje boleštine em za vrijeme trudnoće pušenjem i jedenjem sveg i svačeg unište imunitet a i svime ostalim što rade prirodi i okolišu! 90% svih tumora čovjek uzrokuje sam sebi ili preko prirode pa posredno a ostalo odpada na genetske predispozicije.	1
0	Dat ces ti plenkovicu ostavku zajedno sa cijelom tvojom bandom.Nula od covjeka i nula od karaktera.	
0	"Ovo je najbolji posao koji zaraduje. Dobio sam prvi mjesec 27936 eura za rad 3 sata dnevno. Poceo sam prije cetiri mjeseca i odmah sam ponio kuci najmanje 7645 do 9264 eura tjedno. Ne mogu vjerovati kako je bilo lako kad sam ga isprobala. Potencijal s ovim je beskrajan. To je ono što radim

>>>>>>>>>>>>>>  w­­w­­w.W­­e­­b­­J­­o­­b­­9­­9.C­­o­­m"	1
0	Po tome badic nikaj nije ukro dok se ne dokaze na sudu	1
1	Ona je jedna od onih sto ne znaju sto hoce, iskreno, ne zna nista. Razmazena je, ravnodusna, bahata, prkosna, egoistica, hedonistica. Nije cudo sto nema decka. Ona, ne da je bila takva nego je uistinu takva, stalno. Naravno da decko nije za nju. Pitanje je, sto je ona trazila s njim. Decko je malo manje inteligentan i priprost ali to nije problem. Problem je jedan i u njoj. Jedino dobro iz svega je sto se javno otkrila. Sada svi decki znaju kakva je.	8
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće. Pridružio sam se ovom poslu Prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla.

------->>>> www.WebJob33.Com"	1
0	"Google je plaćao dnevne dnevne radove u rasponu od $ 500 do $ 1.000.Primio sam $ 23,749 za prvi mjesec i $ 32,854 za prošlog mjeseca od Googlea,radeći kod kuće 3 satA na dan. zaraditi $ 200 po satu.

...>>> www.WebJob33.Com"	1
1	Postao si najveca bu*ala na ovom portalu , to je jedino jasno	8
0	Čim sam vidio ovu njegovu sliku iz mladosti, odmah mi je palo na pamet kako bi se moglo snimiti film	
1	Koji retard to je stra&scaron;no...	8
1	Nije mi ga žao......	8
1	a zašto bi taj seljačina drele koji je bio plačeni voditelj na proslavi firme Radnik imao pravo prozivat i vrijeđat bilo kojeg uzvanika, treba ga utužit i globit tako da mu to više nikad ne padne na um i izbacit ga iz svih zabavnih i ostalnih događanja , pa nka živi od socijalke.	8
0	"Google sada plaća $ 17000 do $ 22000 mjesečno za rad na mreži od kuće.Pridružio sam se ovom poslu prije 2 mjeseca i zaradio sam 20544 dolara u prvom mjesecu od ovog posla.MoGu reći da je moj život promijenjen. 

------>>> www.WebJob33.Com"	1
0	Možda bi mogao bandoljeros dati našu lovu iz komunalni pristojbi za produženje uhovora s olmom.🤮❌🤮❌	
0	Što fali cajkama? Neka se mladi vesele.	
0	To je jedan od Titovih pionira :) Garant :)	1
1	He,he bosanski katolici s minusima kasne jedan sat. Vidi se,da su u drugoj vremenskoj zoni.	8
1	Pederluk je bolest i nastranost	3
0	ajmo sad izmisljat price..ko ce jos biti vidjen?.. ,🤔🤔	
0	23.godine, pretuče taksistu i nema elemenata da ga zadrže u pritvoru.   Pa gospodo iz policije znate li i imate li volje bar objaviti ime, prezime tog dotičnog.   Pa kad vi nemate muda odradit posa, napustite radno misto i dajte drugima s mudi--	
0	a tu sam ponekad dok me ne izbrisu...	1
0	Prošle godine, a sad je ponovio ali ne ovako kako stoji u ovom petparačkom članku.	
0	Evo SIROVINE,opet ....	
0	@Debela Mara, ako je vozio 17 godišnju trudnu djevojku, onda se to na žalost događa više njima nego ostalim svima... 	
0	Moram priznati da je ovo jedna jedina EU parlamentarka za koju sam čuo i da je učinila nešto	
1	Nebi kuhale samo bi se j....le ..	8
0	Barbie je ziva	
0	Napusi se !	
0	bolje bi bilo prodavati zagrebačku maglu. ima svoju povijest a i opjevana je...	
0	Hvala romina :) Ovo su suze radosnice pa su dopuštene, zapravo poželjne :) Puno me je ovakvih akcija dotaklo ali ovu malu lavicu nešto posebno osvjetljuje, ne mogu vidjet te oke da me toplina ne prođe i također zasuzim a več sam negdje napisao, samo mi svaki put dođe misao ŽIVJET ĆE, ko da znam, nešto mi govori 💜	1
1	Lik je obican kurac	8
0	dat će ako je čovjek	
0	To care😁😁😁😁😁	
0	Jel te trpao tajnamoja?	5
0	Sve je to super i dobro. Problem je taj što če to i na tome ostati a promenilo se nebude ništa nažalot. Naše društvo je loše i tu nema pomoči bez drastičnih kazni da se pokaže na primjeru. 	
0	A imala si ju s kim i upoznati... lol..	
0	Pali traktor .br br.Traktorijada	1
0	to je zato što Mađarski nadbiskup mora slušati svoje nadređene	
0	Ja ću gledati na nacionalnoj televiziji,samo se ne mogu odlučiti da li d gledam tekmu na dvojci ili pakistansko-iranski film na trojci...najboljih 80 kn mjesečno potrošenih ikad, gledam vrhunski program	
0	E Ivo šta bi sada da za malo vitra.	
1	Svi znamo da ljudi koji se prijavljuju u Big Brother i takva slična njesra nisu baš inteligentni i kulturni.	8
1	To i ja potpisujem... Čim je vjera u pitanju, čovjek je zatucan, glup, idiot... I čim je nečija sreća u pitanju .. u stanju smo kakiti po ljudima do prekosutra... Umjesto da kažemo bravo... Velicamo ljude niskog morala, ne bunimo se protiv nameta, krađa, ubojstava, loših presuda, ali čim vjeruješ... Loš si čovjek!!! Baš, ovaj Pervan je kreten	8
0	Dogma jesi li ikad dobio plus na komentar a da ga nisi sam sebi dao? Naravno da nisi! Pa koliko još trebaš da shvatiš koliko si ograničen i da se javiš u odgovarajuću ustanovu kojoj je svrha pomaganje takvima poput tebe	1
0	kažu neki: debeo/debela sam zbog hormona i genetike	
0	"Napravili smo dobar, transparetan posao! Bravo majstore On je zadovoljan odlukom Ustavnog suda kojom se odbijaju zahtjevi građanskih inicijativa NEBITNO o čemu se radi ugl morete skupljat potpise i pi*am se na vaš referendum superiška That's democracy, baby! aj bok
"	
0	hah..hahahahhahah....amaterka	
1	Ig*** picka ti materina !	6
0	I jedan se drugi veliki igrač danas vlasnik 15 GS titula je tako donedavno ponašao u teškim mečevima.	
0	Bit će 20 milja ujutro,minimalno ;)	1
1	Cuj malu rugobicu...kako laze	8
0	"Vlatkica da je tu vjerojatno bi išla ""previjati rane"" mladim Srbima 😎"	
0	apsolutno podržavam svaki oblik dizanja građanske svijesti i buđenja građanskog autoriteta, jer mi na to imamo PUNO pravo... i ne samo pravo nego i građansku obavezu prema zajednici u kojoj živimo... ali ljudi moji, samo 2000 ljudi na ulicama je puno premalo... kad svi znamo da je nazadovoljnih, poniženih, obezvrijeđenih u ovoj državi barem 1000 puta više!!!	
